f3232_11,1,,173,train,1523712,1218972,308.6609802246094,0,126976,1980452250
f0079_06,1,,262,train,1523712,1218972,308.660400390625,0,126976,3036693450
f2541_99,1,,174,train,1523712,1218972,308.662353515625,0,126976,1980452250
f1340_02,1,,276,train,1523712,1218972,308.66162109375,0,126976,3168723600
f3217_28,1,,181,train,1523712,1218972,308.6614685058594,0,126976,2112482400
f2312_87,2,,159,train,1523508,1218780,300.8914489746094,0,126940,1848422100
f1652_11,2,,166,train,1523532,1218840,300.891845703125,0,126940,1848422100
f1894_39,2,,155,train,1523508,1218816,300.8919982910156,0,126940,1716391950
f3665_22,2,,170,train,1523532,1218840,300.89202880859375,0,126940,1980452250
f0655_10,2,,206,train,1523520,1218816,300.89117431640625,0,126940,2376542700
f0213_49,3,,179,train,1523340,1218648,293.4825134277344,0,126923,2112482400
f0478_10,3,,349,train,1523340,1218708,293.4797058105469,0,126923,4092934650
f3892_07,3,,180,train,1523340,1218684,293.4844665527344,0,126923,2112482400
f0496_09,3,,359,train,1523340,1218684,293.4818420410156,1,126923,4224964800
f0655_10,3,,206,train,1523340,1218648,293.4822998046875,0,126923,2376542700
f0060_43,4,,304,train,1523148,1218516,285.575927734375,0,126906,3564814050
f1357_25,4,,327,train,1523136,1218516,285.57415771484375,0,126906,3828874350
f0783_27,4,,388,train,1523148,1218504,285.5732116699219,1,126906,4489025100
f0924_33,4,,246,train,1523112,1218444,285.57696533203125,0,126906,2904663300
f4042_33,4,,167,train,1523112,1218480,285.58154296875,0,126906,1980452250
f3785_26,5,,156,train,1522908,1218372,278.21124267578125,0,126881,1848422100
f3345_12,5,,181,train,1522920,1218276,278.21124267578125,0,126881,2112482400
f0263_31,5,,350,train,1522908,1218360,278.2026672363281,0,126881,4092934650
f0832_40,5,,228,train,1522908,1218300,278.2068176269531,0,126881,2640603000
f1599_48,5,,150,train,1522932,1218276,278.209228515625,0,126881,1716391950
f0520_25,6,,328,train,1522620,1218156,270.4790344238281,0,126852,3828874350
f1241_00,6,,387,train,1522632,1218144,270.4959716796875,1,126852,4489025100
f0035_19,6,,417,train,1522620,1218072,270.4903869628906,1,126852,4885115550
f0343_35,6,,366,train,1522632,1218120,270.4931335449219,1,126852,4224964800
f3276_49,6,,174,train,1522608,1218048,270.4935302734375,0,126852,1980452250
f0554_17,7,,394,train,1522392,1217868,263.7461853027344,1,126851,4621055250
f1894_39,7,,155,train,1522380,1217904,263.74273681640625,0,126851,1716391950
f1813_25,7,,151,train,1522380,1217868,263.7353515625,0,126851,1716391950
f2597_88,7,,157,train,1522368,1217832,263.7537841796875,0,126851,1848422100
f0391_32,7,,283,train,1522404,1217916,263.7521667480469,0,126851,3300753750
f3269_06,8,,148,train,1522212,1217796,256.2544860839844,0,126830,1716391950
f0656_11,8,,303,train,1522212,1217880,256.2880554199219,0,126830,3564814050
f3908_41,8,,178,train,1522212,1217748,256.2950134277344,0,126830,2112482400
f3354_29,8,,182,train,1522212,1217772,256.3049011230469,0,126830,2112482400
f2544_53,8,,167,train,1522212,1217724,256.2806091308594,0,126830,1980452250
f0497_00,9,,289,train,1521996,1217604,249.89002990722656,0,126814,3432783900
f1084_48,9,,285,train,1521996,1217640,249.910400390625,0,126814,3300753750
f0964_10,9,,218,train,1521984,1217592,249.82763671875,0,126814,2508572850
f2541_99,9,,174,train,1521984,1217616,249.89195251464844,0,126814,1980452250
f0496_09,9,,359,train,1521984,1217532,249.89649963378906,1,126814,4224964800
f1002_33,10,,194,train,1521780,1217448,243.62417602539062,0,126791,2244512550
f0827_09,10,,385,train,1521780,1217592,243.75086975097656,1,126791,4489025100
f0343_35,10,,366,train,1521792,1217472,243.6844024658203,1,126791,4224964800
f2568_54,10,,150,train,1521768,1217328,243.67044067382812,0,126791,1716391950
f0730_41,10,,369,train,1521780,1217340,243.7010498046875,1,126791,4356994950
f3412_27,11,,166,train,1521516,1217220,237.7666015625,0,126780,1848422100
f1691_07,11,,150,train,1521516,1217232,237.66229248046875,0,126780,1716391950
f1300_41,11,,219,train,1521516,1217196,237.79449462890625,0,126780,2508572850
f2480_61,11,,151,train,1521516,1217160,237.73916625976562,0,126780,1716391950
f2449_96,11,,138,train,1521516,1217148,237.61700439453125,0,126780,1584361800
f1357_25,12,,327,train,1521348,1217100,233.36221313476562,0,126761,3828874350
f0001_41,12,,414,train,1521336,1217064,233.49774169921875,1,126761,4885115550
f2352_97,12,,162,train,1521336,1216944,232.8931884765625,0,126761,1848422100
f0656_11,12,,303,train,1521360,1217052,232.95193481445312,0,126761,3564814050
f0326_35,12,,381,train,1521360,1217040,233.7350311279297,1,126761,4489025100
f1603_40,13,,143,train,1521192,1216920,228.50685119628906,0,126739,1584361800
f3217_28,13,,181,train,1521216,1216968,228.2166290283203,0,126739,2112482400
f3453_15,13,,180,train,1521204,1216920,228.16455078125,0,126739,2112482400
f0832_40,13,,228,train,1521216,1216968,228.2301788330078,0,126739,2640603000
f2092_41,13,,171,train,1521204,1217004,228.25331115722656,0,126739,1980452250
f3430_38,14,,183,train,1520988,1216824,223.3624725341797,0,126725,2112482400
f0079_06,14,,262,train,1521000,1216716,223.68714904785156,0,126725,3036693450
f3494_34,14,,180,train,1521000,1216812,223.51849365234375,0,126725,2112482400
f2218_51,14,,147,train,1521012,1216752,223.36097717285156,0,126725,1716391950
f2122_65,14,,183,train,1521000,1216872,223.35812377929688,0,126725,2112482400
f0266_14,15,,376,train,1520760,1216548,221.49169921875,1,126716,4356994950
f3892_07,15,,180,train,1520760,1216728,219.37530517578125,0,126716,2112482400
f2173_74,15,,168,train,1520760,1216608,219.10726928710938,0,126716,1980452250
f4067_23,15,,182,train,1520760,1216692,219.2392120361328,0,126716,2112482400
f2312_87,15,,159,train,1520736,1216632,219.26393127441406,0,126716,1848422100
f0497_00,16,,289,train,1520484,1216416,217.68438720703125,0,126685,3432783900
f0399_44,16,,393,train,1520484,1216284,218.05906677246094,1,126685,4621055250
f2190_52,16,,180,train,1520484,1216392,214.599609375,0,126685,2112482400
f2280_57,16,,167,train,1520484,1216428,214.4691925048828,0,126685,1980452250
f0656_11,16,,303,train,1520508,1216392,216.7075653076172,0,126685,3564814050
f3508_31,17,,182,train,1520256,1216188,211.9597930908203,0,126667,2112482400
f4003_07,17,,160,train,1520256,1216164,211.78359985351562,0,126667,1848422100
f0001_41,17,,414,train,1520244,1216152,217.9195098876953,1,126667,4885115550
f1084_48,17,,285,train,1520256,1216260,215.48825073242188,0,126667,3300753750
f3276_49,17,,174,train,1520244,1216140,211.87448120117188,0,126667,1980452250
f2597_88,18,,157,train,1520124,1216308,208.2781982421875,0,126658,1848422100
f1227_38,18,,254,train,1520184,1216308,213.82920837402344,0,126658,2904663300
f1652_11,18,,166,train,1520172,1216068,209.48609924316406,0,126658,1848422100
f0965_28,18,,318,train,1520196,1216212,215.34085083007812,0,126658,3696844200
f3596_19,18,,171,train,1520148,1216176,208.92147827148438,0,126658,1980452250
f1240_01,19,,310,train,1520016,1216056,213.12281799316406,0,126646,3564814050
f2092_41,19,,171,train,1520016,1215924,205.73208618164062,0,126646,1980452250
