f3232_11,1,,173,train,126976,101582,0,126976,1980452250
f0079_06,1,,262,train,126976,101582,0,126976,3036693450
f2541_99,1,,174,train,126976,101582,0,126976,1980452250
f1340_02,1,,276,train,126976,101582,0,126976,3168723600
f3217_28,1,,181,train,126976,101582,0,126976,2112482400
f2312_87,2,,159,train,126951,101560,0,126935,1848422100
f1652_11,2,,166,train,126951,101560,0,126935,1848422100
f1894_39,2,,155,train,126951,101562,0,126935,1716391950
f3665_22,2,,170,train,126951,101562,0,126935,1980452250
f0655_10,2,,206,train,126951,101558,0,126935,2376542700
f0213_49,3,,179,train,126939,101555,0,126916,2112482400
f0478_10,3,,349,train,126941,101551,0,126916,4092934650
f3892_07,3,,180,train,126939,101552,0,126916,2112482400
f0496_09,3,,359,train,126939,101553,0,126916,4224964800
f0655_10,3,,206,train,126939,101552,0,126916,2376542700
f0060_43,4,,304,train,126935,101549,0,126914,3564814050
f1357_25,4,,327,train,126935,101548,0,126914,3828874350
f0783_27,4,,388,train,126934,101549,1,126914,4489025100
f0924_33,4,,246,train,126932,101551,0,126914,2904663300
f4042_33,4,,167,train,126932,101545,0,126914,1980452250
f3785_26,5,,156,train,126919,101533,0,126900,1848422100
f3345_12,5,,181,train,126919,101538,0,126900,2112482400
f0263_31,5,,350,train,126919,101539,0,126900,4092934650
f0832_40,5,,228,train,126919,101537,0,126900,2640603000
f1599_48,5,,150,train,126919,101537,0,126900,1716391950
f0520_25,6,,328,train,126909,101530,0,126893,3828874350
f1241_00,6,,387,train,126909,101532,1,126893,4489025100
f0035_19,6,,417,train,126909,101524,1,126893,4885115550
f0343_35,6,,366,train,126909,101527,0,126893,4224964800
f3276_49,6,,174,train,126908,101526,0,126893,1980452250
f0554_17,7,,394,train,126894,101516,1,126873,4621055250
f1894_39,7,,155,train,126894,101517,0,126873,1716391950
f1813_25,7,,151,train,126894,101514,0,126873,1716391950
f2597_88,7,,157,train,126894,101519,0,126873,1848422100
f0391_32,7,,283,train,126894,101511,0,126873,3300753750
f3269_06,8,,148,train,126868,101502,0,126847,1716391950
f0656_11,8,,303,train,126869,101496,0,126847,3564814050
f3908_41,8,,178,train,126868,101496,0,126847,2112482400
f3354_29,8,,182,train,126868,101496,0,126847,2112482400
f2544_53,8,,167,train,126868,101495,0,126847,1980452250
f0497_00,9,,289,train,126851,101479,0,126827,3432783900
f1084_48,9,,285,train,126849,101483,0,126827,3300753750
