f3232_11,1,,173,train,1523712,1218972,308.6609802246094,0,126976,1980452250
f0079_06,1,,262,train,1523712,1218972,308.660400390625,0,126976,3036693450
f2541_99,1,,174,train,1523712,1218972,308.662353515625,0,126976,1980452250
f1340_02,1,,276,train,1523712,1218972,308.66162109375,0,126976,3168723600
f3217_28,1,,181,train,1523712,1218972,308.6614685058594,0,126976,2112482400
f2312_87,2,,159,train,1395720,1218972,318.8288879394531,0,101640,1848422100
f1652_11,2,,166,train,1399896,1218972,318.82275390625,0,101640,1848422100
f1894_39,2,,155,train,1397604,1218972,318.8180236816406,0,101640,1716391950
f3665_22,2,,170,train,1400892,1218972,318.83056640625,0,101640,1980452250
f0655_10,2,,206,train,1401300,1218972,318.83648681640625,0,101640,2376542700
f0213_49,3,,179,train,1401552,1218972,318.7865295410156,0,101581,2112482400
f0478_10,3,,349,train,1400916,1218972,318.8479309082031,0,101581,4092934650
f3892_07,3,,180,train,1396212,1218972,318.80938720703125,0,101581,2112482400
f0496_09,3,,359,train,1399716,1218972,318.84686279296875,0,101581,4224964800
f0655_10,3,,206,train,1398672,1218972,318.8128967285156,0,101581,2376542700
f0060_43,4,,304,train,1399812,1218972,318.8448486328125,0,101581,3564814050
f1357_25,4,,327,train,1399416,1218972,318.8581237792969,0,101581,3828874350
f0783_27,4,,388,train,1402200,1218972,318.8665771484375,1,101581,4489025100
f0924_33,4,,246,train,1398312,1218972,318.8221435546875,0,101581,2904663300
f4042_33,4,,167,train,1396164,1218972,318.8011779785156,0,101581,1980452250
f3785_26,5,,156,train,1393932,1218972,318.8124084472656,0,101581,1848422100
f3345_12,5,,181,train,1395504,1218972,318.84759521484375,0,101581,2112482400
f0263_31,5,,350,train,1393320,1218972,318.88739013671875,0,101581,4092934650
f0832_40,5,,228,train,1393212,1218972,318.8158874511719,0,101581,2640603000
f1599_48,5,,150,train,1396920,1218972,318.8061218261719,0,101581,1716391950
f0520_25,6,,328,train,1393404,1218972,318.857177734375,0,101581,3828874350
f1241_00,6,,387,train,1394856,1218972,318.89227294921875,1,101581,4489025100
f0035_19,6,,417,train,1393284,1218972,318.89990234375,1,101581,4885115550
f0343_35,6,,366,train,1398228,1218972,318.8676452636719,1,101581,4224964800
f3276_49,6,,174,train,1388712,1218972,318.8216247558594,0,101581,1980452250
f0554_17,7,,394,train,1386312,1218972,318.900146484375,1,101581,4621055250
f1894_39,7,,155,train,1384272,1218972,318.8262023925781,0,101581,1716391950
f1813_25,7,,151,train,1388304,1218972,318.8146667480469,0,101581,1716391950
f2597_88,7,,157,train,1382796,1218972,318.8518981933594,0,101581,1848422100
f0391_32,7,,283,train,1392432,1218972,318.8479309082031,0,101581,3300753750
f3269_06,8,,148,train,1387836,1218972,318.80755615234375,0,101581,1716391950
f0656_11,8,,303,train,1390644,1218972,318.8686218261719,0,101581,3564814050
f3908_41,8,,178,train,1385760,1218972,318.8381042480469,0,101581,2112482400
f3354_29,8,,182,train,1386708,1218972,318.8392028808594,0,101581,2112482400
f2544_53,8,,167,train,1386552,1218972,318.8320617675781,0,101581,1980452250
f0497_00,9,,289,train,1386576,1218972,318.8590087890625,0,101581,3432783900
f1084_48,9,,285,train,1386264,1218972,318.841796875,0,101581,3300753750
f0964_10,9,,218,train,1386612,1218972,318.8677978515625,0,101581,2508572850
f2541_99,9,,174,train,1380240,1218972,318.82806396484375,0,101581,1980452250
f0496_09,9,,359,train,1386156,1218972,318.8927917480469,0,101581,4224964800
f1002_33,10,,194,train,1384272,1218972,318.8448791503906,0,101581,2244512550
f0827_09,10,,385,train,1386000,1218972,318.8562927246094,1,101581,4489025100
f0343_35,10,,366,train,1391448,1218972,318.85943603515625,1,101581,4224964800
f2568_54,10,,150,train,1379256,1218972,318.8545227050781,0,101581,1716391950
f0730_41,10,,369,train,1385592,1218972,318.89404296875,1,101581,4356994950
f3412_27,11,,166,train,1379844,1218972,318.8392333984375,0,101581,1848422100
f1691_07,11,,150,train,1378380,1218972,318.8228454589844,0,101581,1716391950
f1300_41,11,,219,train,1381788,1218972,318.82830810546875,0,101581,2508572850
f2480_61,11,,151,train,1378968,1218972,318.83331298828125,0,101581,1716391950
f2449_96,11,,138,train,1379640,1218972,318.81915283203125,0,101581,1584361800
f1357_25,12,,327,train,1384884,1218972,318.8809814453125,0,101581,3828874350
f0001_41,12,,414,train,1380912,1218972,318.90350341796875,1,101581,4885115550
f2352_97,12,,162,train,1380804,1218972,318.8266906738281,0,101581,1848422100
f0656_11,12,,303,train,1387644,1218972,318.8748474121094,0,101581,3564814050
f0326_35,12,,381,train,1386540,1218972,318.9091796875,1,101581,4489025100
f1603_40,13,,143,train,1376040,1218972,318.8706359863281,0,101581,1584361800
f3217_28,13,,181,train,1378068,1218972,318.8568420410156,0,101581,2112482400
f3453_15,13,,180,train,1377312,1218972,318.8555603027344,0,101581,2112482400
f0832_40,13,,228,train,1379988,1218972,318.831298828125,0,101581,2640603000
f2092_41,13,,171,train,1380144,1218972,318.8486633300781,0,101581,1980452250
f3430_38,14,,183,train,1380276,1218972,318.8236999511719,0,101581,2112482400
f0079_06,14,,262,train,1383180,1218972,318.8648376464844,0,101581,3036693450
f3494_34,14,,180,train,1374504,1218972,318.82781982421875,0,101581,2112482400
f2218_51,14,,147,train,1381944,1218972,318.83642578125,0,101581,1716391950
f2122_65,14,,183,train,1375848,1218972,318.8238830566406,0,101581,2112482400
f0266_14,15,,376,train,1380852,1218972,318.8959655761719,1,101581,4356994950
f3892_07,15,,180,train,1374504,1218972,318.8161315917969,0,101581,2112482400
f2173_74,15,,168,train,1377900,1218972,318.8188171386719,0,101581,1980452250
f4067_23,15,,182,train,1378980,1218972,318.8153076171875,0,101581,2112482400
f2312_87,15,,159,train,1374204,1218972,318.8209228515625,0,101581,1848422100
f0497_00,16,,289,train,1381728,1218972,318.8809509277344,0,101581,3432783900
f0399_44,16,,393,train,1379364,1218972,318.9050598144531,1,101581,4621055250
f2190_52,16,,180,train,1372104,1218972,318.80975341796875,0,101581,2112482400
f2280_57,16,,167,train,1376868,1218972,318.8053894042969,0,101581,1980452250
f0656_11,16,,303,train,1384872,1218972,318.8941345214844,0,101581,3564814050
f3508_31,17,,182,train,1372392,1218972,318.8234558105469,0,101581,2112482400
f4003_07,17,,160,train,1376340,1218972,318.8224792480469,0,101581,1848422100
f0001_41,17,,414,train,1375368,1218972,318.9031066894531,1,101581,4885115550
f1084_48,17,,285,train,1377120,1218972,318.8299560546875,0,101581,3300753750
f3276_49,17,,174,train,1372620,1218972,318.8167724609375,0,101581,1980452250
f2597_88,18,,157,train,1369932,1218972,318.8359680175781,0,101581,1848422100
f1227_38,18,,254,train,1374612,1218972,318.8005065917969,0,101581,2904663300
f1652_11,18,,166,train,1374936,1218972,318.8158264160156,0,101581,1848422100
f0965_28,18,,318,train,1379040,1218972,318.85223388671875,0,101581,3696844200
f3596_19,18,,171,train,1373952,1218972,318.82867431640625,0,101581,1980452250
f1240_01,19,,310,train,1378224,1218972,318.86016845703125,0,101581,3564814050
f2092_41,19,,171,train,1375716,1218972,318.8324279785156,0,101581,1980452250
