f3232_11,1,,173,train,126976,114280,0,126976,1980452250
f0079_06,1,,262,train,126976,114280,0,126976,3036693450
f2541_99,1,,174,train,126976,114280,0,126976,1980452250
f1340_02,1,,276,train,126976,114280,0,126976,3168723600
f3217_28,1,,181,train,126976,114280,0,126976,2112482400
f2312_87,2,,159,train,126976,114280,0,126975,1848422100
f1652_11,2,,166,train,126976,114280,0,126975,1848422100
f1894_39,2,,155,train,126976,114280,0,126975,1716391950
f3665_22,2,,170,train,126976,114280,0,126975,1980452250
f0655_10,2,,206,train,126976,114280,0,126975,2376542700
f0213_49,3,,179,train,126976,114280,0,126975,2112482400
f0478_10,3,,349,train,126976,114280,0,126975,4092934650
f3892_07,3,,180,train,126976,114280,0,126975,2112482400
f0496_09,3,,359,train,126976,114280,0,126975,4224964800
f0655_10,3,,206,train,126976,114280,0,126975,2376542700
f0060_43,4,,304,train,126975,114279,0,126974,3564814050
f1357_25,4,,327,train,126975,114279,0,126974,3828874350
f0783_27,4,,388,train,126975,114279,1,126974,4489025100
f0924_33,4,,246,train,126975,114280,0,126974,2904663300
f4042_33,4,,167,train,126975,114279,0,126974,1980452250
f3785_26,5,,156,train,126974,114278,0,126974,1848422100
f3345_12,5,,181,train,126974,114278,0,126974,2112482400
f0263_31,5,,350,train,126974,114280,0,126974,4092934650
f0832_40,5,,228,train,126974,114278,0,126974,2640603000
f1599_48,5,,150,train,126974,114278,0,126974,1716391950
f0520_25,6,,328,train,126973,114277,0,126973,3828874350
f1241_00,6,,387,train,126973,114278,1,126973,4489025100
f0035_19,6,,417,train,126973,114278,1,126973,4885115550
f0343_35,6,,366,train,126973,114277,0,126973,4224964800
f3276_49,6,,174,train,126973,114277,0,126973,1980452250
f0554_17,7,,394,train,126973,114277,1,126973,4621055250
f1894_39,7,,155,train,126973,114278,0,126973,1716391950
f1813_25,7,,151,train,126973,114279,0,126973,1716391950
f2597_88,7,,157,train,126973,114277,0,126973,1848422100
f0391_32,7,,283,train,126973,114277,0,126973,3300753750
f3269_06,8,,148,train,126973,114277,0,126973,1716391950
f0656_11,8,,303,train,126973,114278,0,126973,3564814050
f3908_41,8,,178,train,126973,114277,0,126973,2112482400
f3354_29,8,,182,train,126973,114277,0,126973,2112482400
f2544_53,8,,167,train,126973,114277,0,126973,1980452250
f0497_00,9,,289,train,126973,114277,0,126972,3432783900
f1084_48,9,,285,train,126973,114277,0,126972,3300753750
f0964_10,9,,218,train,126973,114277,0,126972,2508572850
f2541_99,9,,174,train,126973,114278,0,126972,1980452250
f0496_09,9,,359,train,126973,114277,0,126972,4224964800
f1002_33,10,,194,train,126973,114277,0,126971,2244512550
f0827_09,10,,385,train,126973,114277,1,126971,4489025100
f0343_35,10,,366,train,126973,114277,0,126971,4224964800
f2568_54,10,,150,train,126973,114278,0,126971,1716391950
f0730_41,10,,369,train,126973,114277,1,126971,4356994950
f3412_27,11,,166,train,126972,114277,0,126972,1848422100
f1691_07,11,,150,train,126972,114277,0,126972,1716391950
f1300_41,11,,219,train,126972,114277,0,126972,2508572850
f2480_61,11,,151,train,126972,114277,0,126972,1716391950
f2449_96,11,,138,train,126972,114277,0,126972,1584361800
f1357_25,12,,327,train,126970,114274,0,126970,3828874350
f0001_41,12,,414,train,126970,114275,1,126970,4885115550
f2352_97,12,,162,train,126970,114274,0,126970,1848422100
f0656_11,12,,303,train,126970,114274,0,126970,3564814050
f0326_35,12,,381,train,126970,114276,1,126970,4489025100
f1603_40,13,,143,train,126970,114274,0,126966,1584361800
f3217_28,13,,181,train,126970,114274,0,126966,2112482400
f3453_15,13,,180,train,126970,114274,0,126966,2112482400
f0832_40,13,,228,train,126970,114274,0,126966,2640603000
f2092_41,13,,171,train,126970,114274,0,126966,1980452250
f3430_38,14,,183,train,126970,114274,0,126970,2112482400
f0079_06,14,,262,train,126970,114275,0,126970,3036693450
f3494_34,14,,180,train,126970,114275,0,126970,2112482400
