f3232_11,1,,173,train,126976,126976,0,126976,1980452250
f0079_06,1,,262,train,126976,126976,0,126976,3036693450
f2541_99,1,,174,train,126976,126976,0,126976,1980452250
f1340_02,1,,276,train,126976,126976,0,126976,3168723600
f3217_28,1,,181,train,126976,126976,0,126976,2112482400
f2312_87,2,,159,train,126976,126976,0,126976,1848422100
f1652_11,2,,166,train,126976,126976,0,126976,1848422100
f1894_39,2,,155,train,126976,126976,0,126976,1716391950
f3665_22,2,,170,train,126976,126976,0,126976,1980452250
f0655_10,2,,206,train,126976,126976,0,126976,2376542700
f0213_49,3,,179,train,126976,126976,0,126976,2112482400
f0478_10,3,,349,train,126976,126976,0,126976,4092934650
f3892_07,3,,180,train,126976,126976,0,126976,2112482400
f0496_09,3,,359,train,126976,126976,0,126976,4224964800
f0655_10,3,,206,train,126976,126976,0,126976,2376542700
f0060_43,4,,304,train,126976,126976,0,126976,3564814050
f1357_25,4,,327,train,126976,126976,0,126976,3828874350
f0783_27,4,,388,train,126976,126976,1,126976,4489025100
f0924_33,4,,246,train,126976,126976,0,126976,2904663300
f4042_33,4,,167,train,126976,126976,0,126976,1980452250
f3785_26,5,,156,train,126976,126976,0,126976,1848422100
f3345_12,5,,181,train,126976,126976,0,126976,2112482400
f0263_31,5,,350,train,126976,126976,0,126976,4092934650
f0832_40,5,,228,train,126976,126976,0,126976,2640603000
f1599_48,5,,150,train,126976,126976,0,126976,1716391950
f0520_25,6,,328,train,126976,126976,0,126976,3828874350
f1241_00,6,,387,train,126976,126976,1,126976,4489025100
f0035_19,6,,417,train,126976,126976,1,126976,4885115550
f0343_35,6,,366,train,126976,126976,0,126976,4224964800
f3276_49,6,,174,train,126976,126976,0,126976,1980452250
f0554_17,7,,394,train,126976,126976,1,126976,4621055250
f1894_39,7,,155,train,126976,126976,0,126976,1716391950
f1813_25,7,,151,train,126976,126976,0,126976,1716391950
f2597_88,7,,157,train,126976,126976,0,126976,1848422100
f0391_32,7,,283,train,126976,126976,0,126976,3300753750
f3269_06,8,,148,train,126976,126976,0,126976,1716391950
f0656_11,8,,303,train,126976,126976,0,126976,3564814050
f3908_41,8,,178,train,126976,126976,0,126976,2112482400
f3354_29,8,,182,train,126976,126976,0,126976,2112482400
f2544_53,8,,167,train,126976,126976,0,126976,1980452250
f0497_00,9,,289,train,126976,126976,0,126976,3432783900
f1084_48,9,,285,train,126976,126976,0,126976,3300753750
f0964_10,9,,218,train,126976,126976,0,126976,2508572850
f2541_99,9,,174,train,126976,126976,0,126976,1980452250
f0496_09,9,,359,train,126976,126976,0,126976,4224964800
f1002_33,10,,194,train,126976,126976,0,126976,2244512550
f0827_09,10,,385,train,126976,126976,1,126976,4489025100
f0343_35,10,,366,train,126976,126976,0,126976,4224964800
f2568_54,10,,150,train,126976,126976,0,126976,1716391950
f0730_41,10,,369,train,126976,126976,0,126976,4356994950
f3412_27,11,,166,train,126976,126976,0,126976,1848422100
f1691_07,11,,150,train,126976,126976,0,126976,1716391950
f1300_41,11,,219,train,126976,126976,0,126976,2508572850
f2480_61,11,,151,train,126976,126976,0,126976,1716391950
f2449_96,11,,138,train,126976,126976,0,126976,1584361800
f1357_25,12,,327,train,126976,126976,0,126976,3828874350
f0001_41,12,,414,train,126976,126976,1,126976,4885115550
f2352_97,12,,162,train,126976,126976,0,126976,1848422100
f0656_11,12,,303,train,126976,126976,0,126976,3564814050
f0326_35,12,,381,train,126976,126976,1,126976,4489025100
f1603_40,13,,143,train,126976,126976,0,126976,1584361800
f3217_28,13,,181,train,126976,126976,0,126976,2112482400
f3453_15,13,,180,train,126976,126976,0,126976,2112482400
f0832_40,13,,228,train,126976,126976,0,126976,2640603000
f2092_41,13,,171,train,126976,126976,0,126976,1980452250
f3430_38,14,,183,train,126976,126976,0,126976,2112482400
f0079_06,14,,262,train,126976,126976,0,126976,3036693450
f3494_34,14,,180,train,126976,126976,0,126976,2112482400
f2218_51,14,,147,train,126976,126976,0,126976,1716391950
f2122_65,14,,183,train,126976,126976,0,126976,2112482400
f0266_14,15,,376,train,126976,126976,0,126976,4356994950
f3892_07,15,,180,train,126976,126976,0,126976,2112482400
f2173_74,15,,168,train,126976,126976,0,126976,1980452250
f4067_23,15,,182,train,126976,126976,0,126976,2112482400
f2312_87,15,,159,train,126976,126976,0,126976,1848422100
f0497_00,16,,289,train,126976,126976,0,126976,3432783900
f0399_44,16,,393,train,126976,126976,1,126976,4621055250
f2190_52,16,,180,train,126976,126976,0,126976,2112482400
f2280_57,16,,167,train,126976,126976,0,126976,1980452250
f0656_11,16,,303,train,126976,126976,0,126976,3564814050
f3508_31,17,,182,train,126976,126976,0,126976,2112482400
f4003_07,17,,160,train,126976,126976,0,126976,1848422100
f0001_41,17,,414,train,126976,126976,1,126976,4885115550
f1084_48,17,,285,train,126976,126976,0,126976,3300753750
f3276_49,17,,174,train,126976,126976,0,126976,1980452250
f2597_88,18,,157,train,126976,126976,0,126976,1848422100
f1227_38,18,,254,train,126976,126976,0,126976,2904663300
f1652_11,18,,166,train,126976,126976,0,126976,1848422100
f0965_28,18,,318,train,126976,126976,0,126976,3696844200
f3596_19,18,,171,train,126976,126976,0,126976,1980452250
f1240_01,19,,310,train,126976,126976,0,126976,3564814050
f2092_41,19,,171,train,126976,126976,0,126976,1980452250
f2352_97,19,,162,train,126976,126976,0,126976,1848422100
f0491_35,19,,312,train,126976,126976,0,126976,3696844200
f0778_20,19,,360,train,126976,126976,0,126976,4224964800
f3216_33,20,,171,train,126976,126976,0,126976,1980452250
f0576_01,20,,216,train,126976,126976,0,126976,2508572850
f2136_68,20,,140,train,126976,126976,0,126976,1584361800
f3955_03,20,,177,train,126976,126976,0,126976,1980452250
f1152_03,20,,239,train,126976,126976,0,126976,2772633150
f2280_57,21,,167,train,126976,126976,0,126976,1980452250
f1945_00,21,,171,train,126976,126976,0,126976,1980452250
f0889_48,21,,334,train,126976,126976,0,126976,3960904500
f2301_65,21,,176,train,126976,126976,0,126976,1980452250
f1813_25,21,,151,train,126976,126976,0,126976,1716391950
f0249_46,22,,324,train,126976,126976,0,126976,3828874350
f2312_87,22,,159,train,126976,126976,0,126976,1848422100
f0399_44,22,,393,train,126976,126976,1,126976,4621055250
f3108_34,22,,181,train,126976,126976,0,126976,2112482400
f3291_47,22,,143,train,126976,126976,0,126976,1584361800
f1485_22,23,,344,train,126976,126976,0,126976,3960904500
f3345_12,23,,181,train,126976,126976,0,126976,2112482400
