f3232_11,1,,173,train,126976,107931,0,126976,1980452250
f0079_06,1,,262,train,126976,107931,0,126976,3036693450
f2541_99,1,,174,train,126976,107931,0,126976,1980452250
f1340_02,1,,276,train,126976,107931,0,126976,3168723600
f3217_28,1,,181,train,126976,107931,0,126976,2112482400
f2312_87,2,,159,train,126973,107928,0,126968,1848422100
f1652_11,2,,166,train,126973,107930,0,126968,1848422100
f1894_39,2,,155,train,126973,107930,0,126968,1716391950
f3665_22,2,,170,train,126973,107928,0,126968,1980452250
f0655_10,2,,206,train,126973,107928,0,126968,2376542700
f0213_49,3,,179,train,126969,107924,0,126960,2112482400
f0478_10,3,,349,train,126969,107924,0,126960,4092934650
f3892_07,3,,180,train,126968,107925,0,126960,2112482400
f0496_09,3,,359,train,126967,107924,0,126960,4224964800
f0655_10,3,,206,train,126968,107926,0,126960,2376542700
f0060_43,4,,304,train,126966,107925,0,126955,3564814050
f1357_25,4,,327,train,126966,107923,0,126955,3828874350
f0783_27,4,,388,train,126967,107925,1,126955,4489025100
f0924_33,4,,246,train,126965,107922,0,126955,2904663300
f4042_33,4,,167,train,126965,107922,0,126955,1980452250
f3785_26,5,,156,train,126964,107920,0,126960,1848422100
f3345_12,5,,181,train,126964,107924,0,126960,2112482400
f0263_31,5,,350,train,126964,107921,0,126960,4092934650
f0832_40,5,,228,train,126964,107921,0,126960,2640603000
f1599_48,5,,150,train,126964,107921,0,126960,1716391950
f0520_25,6,,328,train,126959,107916,0,126952,3828874350
f1241_00,6,,387,train,126958,107916,1,126952,4489025100
f0035_19,6,,417,train,126958,107917,1,126952,4885115550
f0343_35,6,,366,train,126959,107917,0,126952,4224964800
f3276_49,6,,174,train,126957,107915,0,126952,1980452250
f0554_17,7,,394,train,126957,107914,1,126948,4621055250
f1894_39,7,,155,train,126957,107917,0,126948,1716391950
f1813_25,7,,151,train,126957,107912,0,126948,1716391950
f2597_88,7,,157,train,126956,107915,0,126948,1848422100
f0391_32,7,,283,train,126957,107914,0,126948,3300753750
f3269_06,8,,148,train,126951,107908,0,126944,1716391950
f0656_11,8,,303,train,126951,107912,0,126944,3564814050
f3908_41,8,,178,train,126951,107909,0,126944,2112482400
f3354_29,8,,182,train,126951,107908,0,126944,2112482400
f2544_53,8,,167,train,126951,107909,0,126944,1980452250
f0497_00,9,,289,train,126947,107904,0,126943,3432783900
f1084_48,9,,285,train,126948,107903,0,126943,3300753750
f0964_10,9,,218,train,126947,107905,0,126943,2508572850
f2541_99,9,,174,train,126947,107904,0,126943,1980452250
f0496_09,9,,359,train,126947,107906,0,126943,4224964800
f1002_33,10,,194,train,126943,107903,0,126939,2244512550
f0827_09,10,,385,train,126942,107900,1,126939,4489025100
f0343_35,10,,366,train,126944,107903,0,126939,4224964800
f2568_54,10,,150,train,126943,107901,0,126939,1716391950
f0730_41,10,,369,train,126944,107902,1,126939,4356994950
f3412_27,11,,166,train,126942,107902,0,126940,1848422100
f1691_07,11,,150,train,126942,107901,0,126940,1716391950
f1300_41,11,,219,train,126942,107903,0,126940,2508572850
f2480_61,11,,151,train,126942,107902,0,126940,1716391950
f2449_96,11,,138,train,126942,107904,0,126940,1584361800
f1357_25,12,,327,train,126939,107898,0,126929,3828874350
f0001_41,12,,414,train,126939,107900,1,126929,4885115550
f2352_97,12,,162,train,126940,107899,0,126929,1848422100
f0656_11,12,,303,train,126940,107898,0,126929,3564814050
f0326_35,12,,381,train,126939,107897,1,126929,4489025100
f1603_40,13,,143,train,126934,107890,0,126925,1584361800
f3217_28,13,,181,train,126934,107894,0,126925,2112482400
f3453_15,13,,180,train,126934,107897,0,126925,2112482400
f0832_40,13,,228,train,126934,107901,0,126925,2640603000
f2092_41,13,,171,train,126934,107896,0,126925,1980452250
f3430_38,14,,183,train,126927,107893,0,126917,2112482400
f0079_06,14,,262,train,126928,107895,0,126917,3036693450
f3494_34,14,,180,train,126927,107887,0,126917,2112482400
f2218_51,14,,147,train,126928,107894,0,126917,1716391950
f2122_65,14,,183,train,126927,107886,0,126917,2112482400
f0266_14,15,,376,train,126928,107889,1,126922,4356994950
f3892_07,15,,180,train,126928,107890,0,126922,2112482400
f2173_74,15,,168,train,126928,107892,0,126922,1980452250
f4067_23,15,,182,train,126928,107887,0,126922,2112482400
f2312_87,15,,159,train,126928,107892,0,126922,1848422100
f0497_00,16,,289,train,126923,107880,0,126920,3432783900
f0399_44,16,,393,train,126923,107889,1,126920,4621055250
f2190_52,16,,180,train,126923,107887,0,126920,2112482400
f2280_57,16,,167,train,126923,107885,0,126920,1980452250
f0656_11,16,,303,train,126923,107886,0,126920,3564814050
f3508_31,17,,182,train,126918,107884,0,126911,2112482400
f4003_07,17,,160,train,126918,107881,0,126911,1848422100
f0001_41,17,,414,train,126918,107877,1,126911,4885115550
f1084_48,17,,285,train,126918,107882,0,126911,3300753750
f3276_49,17,,174,train,126918,107887,0,126911,1980452250
f2597_88,18,,157,train,126912,107883,0,126909,1848422100
f1227_38,18,,254,train,126913,107881,0,126909,2904663300
f1652_11,18,,166,train,126912,107873,0,126909,1848422100
f0965_28,18,,318,train,126913,107879,0,126909,3696844200
f3596_19,18,,171,train,126912,107875,0,126909,1980452250
f1240_01,19,,310,train,126907,107878,0,126901,3564814050
f2092_41,19,,171,train,126906,107869,0,126901,1980452250
f2352_97,19,,162,train,126906,107867,0,126901,1848422100
